A1	A2	A3	B1	B2	B3
0.0045511	0.00389014	0.00365861	1.28205696	1.34334981	1.30557485
0.21684035	0.21522689	0.20939313	0.09632862	0.10026649	0.09909807
0.23953117	0.25538939	0.25975147	0.18594963	0.19413901	0.19549791
0.37931016	0.38903783	0.39581787	0.29569284	0.28812222	0.26484851
0.07937579	0.07425931	0.08218194	0.02396796	0.02558032	0.02679377
0.01072962	0.01083334	0.01168587	3.45492702	3.54867063	3.18448237
0.1801032	0.17244805	0.17627612	0.30600457	0.31070761	0.3061214
0.15521759	0.14694488	0.14592281	0.00783844	0.00738259	0.0084603
3.24167533	3.29279082	3.46625979	1.6378083	1.69023857	1.7502529
0.37898669	0.39596349	0.38436586	0.21860414	0.22768694	0.22660928
0.03984933	0.04044083	0.03957397	2.4177288	2.3885177	2.15448812
0.74158189	0.77288534	0.73176201	0.2276274	0.24052625	0.22938294
0.2072277	0.21953199	0.22029931	0.14709571	0.14132064	0.14654304
0.01862617	0.02041259	0.02214852	0.06204172	0.06229042	0.07439097
0.00050608	0.00050608	0.00050608	0.00047983	0.00047983	0.00047983
0.23184289	0.23885055	0.22619789	2.12677323	2.05511172	2.13395849
0.13095837	0.13421371	0.13095844	0.11281304	0.11642857	0.1147647
0.52795871	0.56210777	0.55350423	0.42833265	0.41143118	0.4332004
8.24295893	8.25589674	8.16835822	1.08210588	1.06078014	1.09849853
0.00050608	0.00050608	0.00050608	0.0011061	0.00048019	0.0005738
0.00673385	0.00640701	0.00770573	0.00413581	0.00377048	0.00473977
0.08221287	0.07967293	0.07540177	0.22388859	0.29007121	0.29652652
0.00708544	0.00886802	0.00920218	1.23963224	1.24847961	1.2353315
0.97781334	0.99362103	1.01468547	1.00045408	0.96251592	1.00789273
2.61145649	2.71672146	2.65060527	0.22858283	0.23347258	0.23389845
0.21954213	0.21766877	0.23005478	0.25712192	0.26191105	0.29435544
0.2989371	0.31003007	0.30758721	0.16959744	0.17208983	0.18003845
0.00050608	0.00050608	0.00050608	0.00047983	0.00047983	0.00047983
0.31062463	0.30704417	0.27642577	3.34321516	3.17660676	3.21575649
0.48032567	0.48697954	0.48847043	0.1050587	0.10743116	0.10547104
0.00187176	0.00167889	0.00368632	0.00058913	0.00096419	0.00137363
0.00050608	0.00050608	0.00050608	0.00102797	0.0007967	0.00089956
0.2372197	0.23068429	0.23257166	0.16047668	0.18377828	0.15305819
0.00208821	0.00197291	0.00179432	0.39254037	0.44628405	0.43527614
0.08941811	0.08344954	0.07923782	0.30168182	0.31542221	0.31477692
0.18371576	0.18146008	0.18633674	0.30593672	0.31870034	0.31729074
0.01413511	0.01286733	0.01631653	1.66336412	1.58379042	1.64294173
0.54375536	0.55834835	0.57149594	0.14772602	0.14456588	0.14033733
0.00142206	0.00128298	0.00151537	0.17096218	0.17980432	0.17858577
0.09334569	0.08807599	0.0869721	0.00355926	0.00301073	0.00185643
0.06091272	0.06008885	0.06310638	0.15259291	0.14871088	0.16209702
0.45135925	0.45572133	0.47622685	0.07131745	0.07008808	0.08281837
0.09724804	0.1017414	0.10569417	0.33280088	0.33472305	0.32401014
0.06772459	0.06324977	0.07006996	0.21238924	0.20626717	0.21793422
0.04854946	0.04751021	0.04925806	0.03944117	0.04194865	0.04417147
0.25461928	0.28280353	0.2575167	0.3260367	0.32755637	0.32185845
0.00250562	0.00314081	0.00401268	0.00367101	0.0028983	0.00373044
0.08745513	0.08460092	0.08577467	0.02521271	0.02040122	0.02717644
0.47863529	0.48813802	0.47558784	0.43284794	0.42877077	0.43771262
1.75640495	1.7769088	1.76708391	1.07914275	1.10388568	1.13715349
1.27965043	1.30024056	1.27170069	1.78287743	1.8080966	1.83800452
0.26554433	0.25992136	0.25190553	1.10287922	1.10435377	1.11830338
1.25871604	1.17978676	1.18904762	0.00337378	0.00187943	0.00315668
0.03029849	0.02942984	0.02721535	5.27856857	5.36490798	5.54614558
0.00050608	0.00050608	0.00050608	0.00047983	0.00047983	0.00047983
0.61614575	0.58123687	0.58940595	0.85946146	0.8717913	0.88276518
0.00087001	0.00068545	0.00050608	0.00047983	0.00047983	0.00047983
0.1330642	0.13375006	0.14772397	0.112046	0.10837651	0.10920713
0.00050608	0.00050608	0.00050608	0.00047983	0.00047983	0.00047983
0.1541657	0.14981229	0.14229219	0.00047983	0.00047983	0.00047983
0.00265079	0.00306235	0.00269769	0.00047983	0.00047983	0.00047983
1.5972366	1.5917471	1.57916942	0.02688784	0.02618087	0.02922954
0.01076933	0.01267659	0.01174861	0.00475709	0.0046003	0.00488133
29.42287619	29.62403486	29.29671593	10.41053095	10.43565894	10.63275128
0.02747641	0.03221119	0.02786048	0.01037844	0.00896496	0.01000452
0.6646388	0.65664677	0.65278407	0.32253173	0.31929006	0.32283187
0.17315937	0.17119259	0.17102354	0.39324115	0.38954899	0.41011665
0.3972784	0.38590292	0.3970304	0.3630105	0.34335623	0.3708208
3.34393524	3.35749708	3.32751057	1.37021442	1.36057117	1.3246353
0.00302483	0.00266947	0.00235664	0.00047983	0.00047983	0.00047983
0.00050608	0.00050608	0.00050608	0.00047983	0.00047983	0.00047983
0.00539829	0.00735425	0.00694107	1.60548886	1.54917148	1.53563532
0.12925702	0.13207629	0.13729801	0.07109974	0.06868423	0.07378543
0.33372724	0.32813302	0.33271664	0.00047983	0.00087765	0.00047983
0.03864793	0.0371548	0.0407869	0.10104783	0.10042648	0.11491801
0.54020357	0.59218806	0.5319742	0.58964478	0.57736033	0.55428929
0.0022412	0.00207247	0.00302102	0.31952341	0.31500483	0.30218153
2.7440713	2.82403586	2.73205543	0.53167968	0.54103961	0.51614713
0.04059674	0.04200532	0.04288457	1.65979712	1.58339609	1.59152138
0.2114278	0.21052818	0.2251594	0.09575207	0.09883537	0.10262047
4.13211142	4.3277535	4.13814368	0.58930232	0.55118454	0.63540591
1.08662302	1.07213449	1.09051595	0.8986982	0.89043205	0.88159166
0.01591004	0.01429954	0.0163249	0.00572354	0.00596707	0.00714415
3.88768289	3.89646821	4.00564205	0.29893832	0.42197315	0.40137003
1.66633719	1.66255352	1.69522373	0.89395512	0.94183035	0.90301818
0.1479006	0.15907518	0.1528033	0.01069866	0.01103875	0.01078041
0.490397	0.50328325	0.48154606	0.67604972	0.66706158	0.66632355
0.00050608	0.00050608	0.00050608	0.00047983	0.00047983	0.00049691
0.05650784	0.05872929	0.05867525	0.06951727	0.07346927	0.06737811
8.26254811	8.11010429	8.14451244	11.21098042	11.23436569	11.18450533
50926.73655	53351.96621	52189.79917	52032.4796	50708.42835	50326.70695
1.30473341	1.35925785	1.27824883	1.45946863	1.46550472	1.45242028
0.21316956	0.21824485	0.24995792	0.00060847	0.00058783	0.00063694
0.25598776	0.25777774	0.2622563	0.43768132	0.44647811	0.4560573
0.00444639	0.00751884	0.00671611	0.17360647	0.17749926	0.16756303
0.02024638	0.02273734	0.02099883	0.02567638	0.02623848	0.02691682
0.00709265	0.00705218	0.00736306	0.00079758	0.00086427	0.00059862
6.82437434	6.73497045	7.27109012	1.19272062	1.18155176	1.15773265
0.10369717	0.1053762	0.10018661	0.0183698	0.01894998	0.01749732
0.75629229	0.75688714	0.76463958	0.21138122	0.2039529	0.22127784
24.94418445	26.29749009	26.4194833	0.00048939	0.00048939	0.00048939
3.19733603	3.25360528	3.54834369	0.00065785	0.00077733	0.0008445
0.00774305	0.0085338	0.00788213	0.00048939	0.00048939	0.00048939
0.83622115	0.79649463	0.85013161	0.90842515	0.89170906	0.92773616
0.14056206	0.12954216	0.13180967	13.18037942	13.68737141	13.28515869
0.00110816	0.00111626	0.00174693	0.0014984	0.00151284	0.00246116
0.19985312	0.21049249	0.20704294	0.02609242	0.0245583	0.02476386
0.10146603	0.09953593	0.09873177	0.02195683	0.02204404	0.01956988
0.15049141	0.16073073	0.16655151	0.00048939	0.00048939	0.00048939
0.76029781	0.75912383	0.77114219	0.36247316	0.34174587	0.34946038
0.3542134	0.35157323	0.35185132	0.33288215	0.32422996	0.32307197
0.09940363	0.10075339	0.09759666	0.10770836	0.11499679	0.10818324
0.4261859	0.39204842	0.41912288	0.23662727	0.21937891	0.23655393
2.22890674	2.25992942	2.236086	0.09470504	0.10498113	0.09473449
2.32305269	2.2961762	2.38420516	0.00048939	0.00048939	0.00048939
0.00599798	0.00690935	0.00610357	0.3346858	0.3367324	0.35207271
0.10143431	0.10287929	0.11520141	0.23938642	0.24800611	0.24646892
0.42227427	0.40862746	0.43314939	0.00188185	0.00299664	0.00344682
0.02618061	0.02811005	0.02470128	0.04375844	0.04576626	0.04113804
0.50531509	0.50289955	0.51736082	0.05437522	0.05389041	0.05575237
0.00051	0.00054468	0.00051863	0.00130819	0.00177713	0.00112049
0.00051	0.0007489	0.0009309	0.04295325	0.04070733	0.03800353
0.64783411	0.69576992	0.70063841	0.02777434	0.02907489	0.03466375
0.00178881	0.00154687	0.00146388	0.00049508	0.00048939	0.00048939
0.49684456	0.4823137	0.48563943	0.00114616	0.00049525	0.00086046
1.37651146	1.3255909	1.31318785	0.20494874	0.21379926	0.21212706
0.21657312	0.22168929	0.21929858	0.0476023	0.04655249	0.04295244
0.99840825	1.00087266	1.00757852	0.98901408	0.99290766	0.99623087
0.80426045	0.77463096	0.77206101	0.00187455	0.0013931	0.00085164
4.3776843	4.40567134	4.64746702	7.77408389	7.35101592	7.45021446
0.00099273	0.00142806	0.00136125	0.09293474	0.09424118	0.09803816
0.00169939	0.00242525	0.00188399	0.00059353	0.00075924	0.00092098
0.09553283	0.09723845	0.10099398	0.06217335	0.0643465	0.06517501
3.76053811	3.93016945	3.97592614	0.4415732	0.43252348	0.46288505
0.18342529	0.16894815	0.17785145	0.18407722	0.16765076	0.17646343
0.54597563	0.51663776	0.53656992	0.64702597	0.65638999	0.6186357
0.0007846	0.00051	0.00051	0.00169519	0.00112238	0.00164643
0.33451142	0.31760765	0.36188815	2.07011494	2.07244963	2.08666681
9.41325101	9.65784477	9.61048518	0.00307614	0.0038138	0.0035409
0.04809337	0.04615113	0.05218452	0.18889737	0.19036416	0.19007787
0.6191162	0.58836981	0.59270511	0.09231513	0.08873868	0.08961696
0.17302268	0.1668673	0.16838485	0.02545526	0.02564031	0.02290544
0.23903908	0.24649729	0.24213936	0.46252345	0.4657263	0.43112314
0.0010841	0.00121532	0.00081325	0.00048939	0.00048939	0.00049991
0.49414371	0.50378285	0.48499389	0.4654332	0.47551103	0.45581391
0.54124049	0.5681555	0.52172329	0.00085964	0.00108192	0.00082593
0.26971838	0.2603728	0.24027599	0.32050808	0.3062011	0.30596378
0.21376021	0.2254855	0.22338793	0.40902915	0.41378315	0.41116664
19.88132351	20.93340853	22.4648969	8.35302378	8.23230461	9.08321567
0.21121339	0.21258871	0.20613534	0.0242744	0.02755019	0.02169724
0.0006986	0.00072542	0.00057812	0.0006401	0.0013247	0.00149611
0.30781395	0.3296871	0.33110025	0.18632451	0.19619269	0.19427752
1.14068854	1.14312762	1.13360294	0.18492729	0.17398795	0.18844101
20.12577391	19.70125769	19.86612496	7.42785996	7.47491879	7.54097818
0.31461878	0.33349732	0.32083194	0.30908991	0.30498605	0.28872838
0.01679941	0.01604648	0.01799339	1.5538141	1.53515512	1.54788975
0.46919243	0.47063438	0.47893535	0.44845643	0.45312164	0.4372902
0.00051	0.00051	0.00051	0.00048939	0.00048939	0.00048939
0.00051	0.00051	0.00051	0.0015634	0.00120749	0.00082451
0.06541776	0.06633662	0.06659881	0.00048939	0.00048939	0.00048939
0.09608234	0.09362227	0.08885298	2.62503443	2.73355898	2.82119623
0.00515877	0.00757981	0.0066591	0.00048939	0.00048939	0.00048939
0.04251432	0.04402941	0.04871422	0.36014483	0.36138575	0.35421346
0.08203183	0.08665284	0.09104163	6.12173229	6.14514744	6.00600375
0.0277846	0.03181329	0.03432215	0.00379256	0.00352277	0.00400667
0.03258781	0.03337833	0.03396442	0.00048939	0.00076913	0.00177342
2.71397247	2.81650302	2.70437305	0.01600525	0.0154181	0.01728678
0.40490177	0.41306319	0.40152001	0.39458839	0.41339755	0.41257912
0.45202802	0.44167738	0.44460903	0.24731807	0.24964199	0.25009684
0.09707127	0.10127128	0.09934786	0.05755742	0.05845365	0.06017852
0.02580959	0.02524838	0.02548005	0.00048939	0.00048939	0.00048939
0.13838626	0.13736483	0.13008739	0.07692155	0.07719755	0.06899892
0.59126776	0.56707773	0.58361857	0.95862292	0.95942932	0.95479517
0.1292755	0.13071437	0.12062229	0.00048939	0.00048939	0.00048939
0.2451563	0.23867835	0.24237792	0.24191053	0.24518058	0.24891081
2.42079949	2.23808175	2.39027504	1.70596794	1.7676796	1.77535169
0.12288995	0.11501746	0.11053737	0.05665349	0.05730263	0.05659586
0.63272198	0.39273629	0.61480354	0.42458653	0.42372095	0.43150048
0.44288073	0.45529017	0.4623176	0.1020507	0.10131897	0.09513048
0.21119748	0.2203749	0.21565921	0.00366099	0.00273311	0.0031794
0.00322372	0.00589172	0.00463465	0.00048939	0.00048939	0.00048939
0.00051	0.00051	0.00051	0.00681434	0.00738854	0.00659927
0.77213542	0.84052818	0.84265658	0.75459482	0.74622118	0.78604679
1.27455227	1.35172887	1.32598754	1.47751405	1.47681036	1.39027344
1.18133325	1.13902946	1.21690776	0.56073912	0.53739566	0.54525304
8.49022611	8.55281471	8.25199185	11.80195311	11.76653485	11.70047331
50284.50024	51101.82271	49016.78463	54207.54726	54621.52374	52955.30212
1.41527291	1.40324045	1.3360208	1.26103599	1.33513038	1.21207481
0.50642836	0.51634599	0.52760685	0.0111807	0.0120809	0.01325672
0.00373886	0.00361506	0.00232941	0.00049016	0.00049016	0.00049016
1.00370296	0.9996944	1.05484763	0.97421915	0.97509732	1.04838564
0.19970645	0.21145723	0.22633873	0.2164278	0.22070787	0.22791479
0.00388542	0.00377186	0.00494681	0.00402076	0.00424163	0.00461937
0.00049585	0.00049585	0.00049585	0.00049016	0.00054972	0.00049016
0.00083386	0.00089423	0.00061385	0.12955716	0.12342686	0.12405966
2.32644381	2.31263478	2.41471407	0.0231354	0.02478475	0.02405239
0.67767609	0.65786482	0.65887892	1.05380383	1.043305	1.0093896
0.0609044	0.06013109	0.05993664	0.54059416	0.55091	0.54458996
0.27789598	0.28520254	0.27528401	16.11202938	16.43719733	16.69475763
0.40517288	0.42164073	0.39020945	0.22762176	0.22885491	0.22612497
0.51703411	0.51984955	0.54810375	1.9030822	1.89885161	2.07995242
0.00064312	0.00081882	0.00058905	0.03919966	0.03974172	0.03658876
0.35386914	0.36954485	0.36676467	0.13892435	0.14997294	0.16112196
0.1792973	0.17601239	0.18128396	0.20705258	0.21463879	0.21807823
0.43141759	0.43014337	0.43618361	0.00267952	0.00321068	0.00228063
0.0013272	0.00081866	0.00129855	0.20885139	0.22207395	0.20151273
0.10414826	0.1051061	0.10502835	0.06433354	0.06482527	0.06263572
0.14560955	0.15195219	0.14812515	0.794104	0.81950554	0.79358972
0.4666199	0.45851989	0.44369516	0.38745478	0.38872082	0.34806072
2.47209987	2.47862689	2.55074932	0.85620527	0.88647977	0.85894413
0.90527169	0.9160919	0.88580136	0.65440732	0.64414067	0.65375226
0.01942956	0.02074698	0.01942343	3.12057725	3.0929836	3.19408787
0.10049088	0.10458157	0.10009353	0.00749923	0.00729814	0.00859379
0.47781947	0.46636008	0.47660029	0.04524225	0.03951721	0.0432515
0.61370268	0.62278766	0.64569093	0.09526661	0.08636018	0.08710533
0.43399367	0.4592439	0.4569988	0.24501321	0.25964324	0.26981626
0.71735107	0.70635203	0.70495639	1.00195176	0.97045551	0.98441865
0.03141441	0.03748652	0.03741341	0.04640215	0.04591224	0.04995285
0.67686956	0.67046992	0.68698505	0.47595832	0.47175373	0.49285269
0.00083433	0.00053598	0.00063812	0.00049016	0.00083016	0.00070235
0.05913327	0.06032194	0.06184738	0.00800699	0.00868895	0.00973281
0.46182882	0.48376733	0.47520492	0.1365679	0.13682235	0.13841838
0.24328665	0.23590737	0.23805927	0.02385039	0.0231202	0.02371791
0.23343392	0.22793463	0.23013958	0.47168326	0.46973087	0.4838389
0.20230398	0.20417404	0.20754601	0.38081979	0.39046634	0.36839789
0.89953065	0.90198228	0.90576727	0.97218022	0.98158847	0.97390887
0.12327529	0.1158929	0.12952675	0.04183471	0.04085937	0.04108953
0.00369261	0.00374932	0.00284817	0.00049016	0.00049016	0.00049016
0.24766611	0.24154972	0.22768969	0.0050951	0.0069992	0.00366431
0.62504366	0.63448791	0.62934918	0.00136387	0.0013746	0.00101436
0.36507071	0.36827238	0.37674639	0.03555429	0.02985353	0.03102249
0.04738524	0.04876405	0.04888499	0.13705574	0.13069491	0.12408569
0.3929387	0.4062847	0.39897465	0.00049016	0.0007587	0.0004907
0.12219448	0.11715729	0.12574627	0.12008038	0.11408684	0.12053949
0.09165182	0.09373782	0.09671159	0.02181491	0.02288544	0.02253013
0.47272462	0.47396774	0.46323237	0.00051163	0.00068035	0.00049016
0.1507232	0.14880282	0.14357091	0.04367577	0.04305395	0.0424695
0.24776966	0.2504016	0.24705364	0.31455662	0.31702703	0.31267999
0.15958192	0.16466581	0.16399455	0.32250937	0.31496052	0.32190213
0.33168838	0.34080575	0.3631898	0.29922327	0.33634838	0.32453231
0.00079446	0.00078954	0.00099155	0.08339395	0.0830789	0.08578607
0.35261991	0.35789009	0.35212753	0.29755876	0.30572754	0.30920932
0.33982812	0.33108718	0.33210843	0.00216362	0.00218441	0.00152295
0.11757179	0.11476054	0.11470502	0.12225901	0.12822926	0.12231514
0.21579192	0.20459485	0.21541851	0.11074306	0.11204572	0.11980333
1.22292021	1.20538103	1.24767631	0.01068054	0.01140048	0.01100169
0.03437935	0.03674654	0.03504428	0.00428689	0.00496576	0.0049302
0.47609551	0.49498249	0.49059809	0.50510096	0.49551153	0.51140007
0.16028515	0.16402769	0.16499329	0.20416069	0.20819644	0.20883567
0.16686523	0.15861312	0.16503761	0.11686895	0.11703093	0.11345463
0.05160948	0.05287805	0.05565886	0.0265376	0.02482088	0.02570965
0.01884722	0.01907107	0.01990863	0.03728987	0.0416119	0.04045064
0.13692548	0.13538722	0.14204378	0.04209899	0.03783634	0.04274032
0.12195454	0.12987291	0.12278203	0.29286189	0.29363112	0.27890455
0.22261131	0.22102492	0.22945667	0.12708343	0.13373819	0.12851542
0.10277525	0.09502456	0.10316675	0.20028956	0.17810659	0.19659401
0.00635483	0.00686246	0.00701611	0.00451891	0.00496862	0.00515957
0.00702242	0.0058418	0.00770815	0.00049016	0.00049016	0.00049016
0.43739923	0.45115236	0.44881159	0.07334809	0.07884768	0.07389761
0.11253577	0.11417649	0.11275434	0.05140763	0.05139193	0.05108226
1.802429	1.77848828	1.8744683	0.25750485	0.25122124	0.27634813
0.0039456	0.00390435	0.00368555	0.01245879	0.01249798	0.01184291
0.02442701	0.02510866	0.02641171	0.20767259	0.22013125	0.21855731
0.01314619	0.01298748	0.01407549	0.32828627	0.32145182	0.33216317
0.11006533	0.10549968	0.10853994	0.67825719	0.6685824	0.68907373
0.00329048	0.00384731	0.0029668	0.00306618	0.00281439	0.00284116
0.14874076	0.14563419	0.13139798	0.00175089	0.00163677	0.00188115
2.6230046	2.66241275	2.50875384	2.41651603	2.46925773	2.3479109
1.61632968	1.63925123	1.64045391	0.7890787	0.78133999	0.8097706
0.51775028	0.50504633	0.4913287	0.29298493	0.30171051	0.31072119
0.00184905	0.00127195	0.00184143	0.00667549	0.00659762	0.0055697
2.93784243	2.895646	2.90243545	1.81028883	1.7710514	1.74860498
0.21222689	0.21905751	0.20339718	0.1987858	0.19517294	0.19487501
0.4093247	0.41768594	0.4074115	0.07345313	0.06121159	0.07145302
0.07875636	0.07940963	0.07955452	0.52034727	0.49890233	0.51527008
0.00049585	0.00049585	0.00049585	0.00049016	0.00049016	0.00049016
0.65863351	0.64854213	0.64811106	0.74696915	0.76443001	0.74714849
0.01666777	0.02056888	0.01841952	0.01574199	0.01548228	0.01545424
0.33138321	0.33900991	0.35608552	0.24673379	0.24356559	0.26514224
2.24609698	2.16668095	2.26438719	0.61512723	0.60267692	0.5949672
8.60484336	8.67381673	8.50662195	11.56200819	11.66885528	11.69283149
0.36331573	0.36366503	0.36046887	0.57585467	0.66677228	0.58258658
51236.38823	51751.80531	52614.66866	50460.32962	53955.40953	49652.90237
1.41114382	1.41879225	1.34432914	1.19648742	1.25109387	1.14300402
3.11517755	3.07307094	3.06996471	1.47403257	1.43849112	1.4600656
0.9085728	0.91058299	0.88991646	0.77314947	0.7675808	0.77652577
0.70392971	0.71197861	0.71811731	0.15176157	0.1451597	0.15030854
0.21243662	0.20951351	0.21350487	46.30445178	45.86344109	42.31093957
1.12670417	1.11232672	1.19488946	0.57036705	0.58202993	0.56128017
0.00188889	0.00264613	0.00206491	0.00230889	0.00201531	0.00177373
0.67845146	0.67484119	0.6985765	0.24771604	0.24596614	0.25806357
0.17652013	0.17433043	0.18026929	0.00047418	0.00108529	0.00128729
1.62186523	1.5855635	1.58972888	0.02550554	0.02258358	0.02147746
0.22717922	0.23424081	0.22552396	0.0023769	0.00181936	0.0027146
0.01330642	0.01387935	0.01494036	0.79627829	0.7931646	0.81540283
0.01909301	0.01700502	0.01793335	0.01757329	0.01984207	0.01721353
0.18876871	0.18486116	0.18091669	2.69443045	2.68633757	2.63179892
0.00576789	0.0058648	0.00841563	0.00141821	0.0012878	0.00138642
1.77732842	1.8213918	1.79874189	0.04577905	0.04211197	0.04201923
0.86177901	0.84655859	0.90403007	0.01114455	0.01203559	0.01200308
0.02275741	0.02121325	0.01964583	0.00047418	0.00047418	0.00047418
0.24770367	0.24681013	0.23743774	0.00340569	0.00450323	0.00399514
0.39252996	0.38304684	0.40281701	0.04467942	0.04539034	0.04400368
1.74272048	1.82320484	1.78444916	0.48225858	0.47891484	0.47445614
0.19219156	0.20175846	0.20343405	0.09371078	0.09325996	0.0960657
0.96611579	1.05683804	1.03243324	0.04792009	0.04723537	0.05213557
0.00363366	0.00401836	0.00419405	1.14717294	1.20622651	1.11640478
0.00286009	0.0038054	0.00419713	0.48574727	0.49386972	0.5157503
0.00184603	0.00169755	0.00114283	0.4088892	0.42291967	0.42871764
11.66712475	11.66655867	11.86759194	3.45296918	3.65384997	3.55789708
0.06886305	0.07603884	0.07131545	0.03645459	0.03739638	0.03407571
7.54703467	7.52633237	7.68370362	0.00734662	0.00781469	0.00968287
0.13561003	0.13458834	0.12897057	0.15193003	0.14452879	0.14764413
0.02977663	0.03323489	0.03412973	0.00047418	0.00047418	0.00047418
10.11615815	10.2622241	10.61990173	0.08187771	0.08431036	0.08630058
0.00976082	0.00903237	0.012089	0.00047418	0.00047418	0.00047418
0.98655869	0.99428433	1.01938995	0.97943266	0.97229524	1.00749822
0.5921968	0.5965953	0.62801484	0.92570642	0.92959845	0.89081821
0.0511122	0.047019	0.03875282	0.3578011	0.34700412	0.35047337
0.00049723	0.00049723	0.00049723	0.00047418	0.00047418	0.00047418
0.06070111	0.06001988	0.06217095	0.60842002	0.58497871	0.58575452
0.00728343	0.00749243	0.00779017	0.00308305	0.00306985	0.00324718
0.00049723	0.00061192	0.00049723	0.00047418	0.00093072	0.00080837
0.00192195	0.00313081	0.00258629	0.00514251	0.00539377	0.00397515
0.01489644	0.01592677	0.01641763	0.10206895	0.09459054	0.09371344
0.72696883	0.73994286	0.75344008	0.2799597	0.27749511	0.2863834
0.0032231	0.0032527	0.00336473	0.85288571	0.88190271	0.8652126
0.00855542	0.0075547	0.00679584	1.22986304	1.25731347	1.2493615
0.00638798	0.00687114	0.00634439	1.59624719	1.64602271	1.66993573
0.31341352	0.31484778	0.33192683	0.08359844	0.08233868	0.09049529
0.07122843	0.07915983	0.07847249	0.20312943	0.19112176	0.20606453
0.05619714	0.06240622	0.05817699	0.05403609	0.05837237	0.05454679
0.01345023	0.01213154	0.0115203	0.64965929	0.64793119	0.64800996
0.12201693	0.12479712	0.11463415	0.00150415	0.00106681	0.0007428
0.73816719	0.71468028	0.71568418	0.00758183	0.00723453	0.00829377
0.00049723	0.00112868	0.00079929	0.0143357	0.01523107	0.01724048
1.24435572	1.20874306	1.2148627	0.27739817	0.29863657	0.27934287
0.00711804	0.00735052	0.00857727	0.00225347	0.00239164	0.00278603
0.62658475	0.6258819	0.64695512	0.50315459	0.52782111	0.53578451
0.00049723	0.00049723	0.00049723	0.00047418	0.00047418	0.00047418
0.02736298	0.02568889	0.02817691	0.010983	0.01116346	0.0097686
0.01811188	0.01659577	0.01412932	0.00063201	0.00047418	0.00060844
0.36757574	0.36184711	0.35514199	0.46402148	0.45888816	0.46964392
0.11693143	0.11501502	0.11905962	0.05738516	0.05833646	0.05489139
0.45583547	0.4669988	0.45566388	0.21478034	0.21643311	0.2188037
0.26453138	0.2870604	0.29941653	0.00278533	0.0035358	0.00462615
0.95181892	0.94480723	0.93192919	1.35646184	1.36496545	1.36428268
0.27667372	0.26910231	0.27548746	0.57170553	0.58336881	0.63098599
0.26690691	0.25943165	0.25957711	0.35865307	0.33129728	0.34388813
0.00183851	0.00201089	0.00171847	0.00481335	0.00351005	0.00498553
0.01417112	0.01335159	0.01316794	0.21599203	0.21894702	0.22394699
0.46192082	0.44422855	0.44842471	0.19833981	0.1951736	0.18414455
0.02618245	0.02864063	0.0237177	0.16132616	0.16747767	0.16874063
0.00617298	0.00363656	0.0046617	0.02044819	0.020892	0.02233656
0.13562178	0.1478559	0.14092448	0.0013568	0.00085814	0.0012327
0.00049723	0.00049723	0.00049723	0.00047418	0.00047418	0.00047418
0.03326454	0.03030207	0.03513563	0.04182736	0.03920254	0.0466954
0.05470103	0.05033791	0.04897595	0.2904292	0.28186531	0.27859534
4.47156814	4.57035399	4.83671058	0.70124401	0.73421429	0.71882376
0.05448539	0.05616337	0.05221264	0.09820495	0.08815858	0.09254423
0.79994744	0.80258086	0.79878241	0.63913162	0.64400377	0.63579716
0.03537066	0.03620091	0.0280847	0.00488307	0.00587452	0.00643193
1.36685373	1.39022974	1.38465636	0.69206267	0.65449931	0.68920613
0.03794861	0.03658816	0.03811997	0.06994937	0.06940521	0.07043647
0.00144126	0.00128395	0.00112912	0.00070734	0.00061407	0.00078868
1.85303419	1.86941115	1.86869645	0.00200091	0.00185305	0.00164102
0.00433354	0.00502901	0.00373212	0.85226729	0.8480946	0.84480181
0.07057455	0.07168399	0.06284172	0.01725967	0.01928182	0.01741047
2.3312514	2.3637065	2.24300787	1.15023323	1.14532169	1.1593185
0.01418964	0.01501507	0.01744486	0.00946089	0.00987624	0.01027028
0.98049442	0.95154945	0.91897884	0.09813415	0.09062985	0.09926954
0.0015129	0.00139256	0.00140584	0.29699834	0.28772707	0.30615254
0.46745391	0.48331774	0.48572864	0.11794786	0.1194653	0.12800092
0.09609768	0.10787859	0.10785967	0.00047418	0.00047418	0.00047418
0.44700909	0.45964339	0.45952353	0.22767436	0.23565105	0.23402335
0.00614682	0.00528343	0.00520925	0.32607339	0.33469996	0.32594794
3.00086112	3.10022822	3.06817325	0.00166011	0.00175859	0.0013347
8.22898573	8.01164581	7.9455981	10.7011356	10.84603524	10.77463198
47304.31275	48630.63569	49416.30261	49320.94083	49969.5221	49684.26492
1.42917409	1.3894673	1.39076205	1.20908261	1.19922864	1.12295055
6.00618657	6.00487823	5.70614706	0.90920442	0.88907168	0.89024997
0.01414355	0.01707205	0.00990316	0.00048363	0.00048363	0.00048363
0.06993277	0.0723136	0.0713981	0.19667375	0.17938175	0.18436721
0.99317008	1.01531673	0.98893119	0.97960255	1.00389353	1.02175264
0.4136171	0.44046348	0.44575573	0.0063563	0.00558519	0.00543566
0.00612144	0.00531057	0.00561154	0.00067177	0.00085738	0.00114354
0.22194955	0.23011555	0.23919063	0.15916547	0.16465369	0.16543061
0.08732295	0.08835615	0.08797141	0.45101776	0.45640452	0.44961701
0.05654986	0.05824716	0.0636701	0.00629107	0.00620339	0.00739922
