A1	A2	A3	B1	B2	B3
0.36122075	0.36136445	0.3589852	0.38257691	0.37799179	0.40236833
0.1508579	0.1515183	0.15691268	0.00493852	0.0051832	0.00561217
0.02975848	0.0333487	0.03189575	0.00664088	0.00667717	0.00651814
0.08917295	0.08921848	0.08998941	0.48818867	0.53792616	0.56702804
0.01356483	0.01562191	0.01399416	0.01177879	0.01020649	0.01215686
0.82898107	0.83071214	0.81831141	0.16692321	0.16407688	0.16718016
1.31107779	1.43879511	1.43031659	0.00059174	0.00086175	0.00048363
0.05910628	0.06655494	0.06337463	0.08991548	0.09048351	0.09043002
0.31831661	0.31623348	0.32412846	0.00048363	0.00048363	0.00048363
0.00064659	0.00065544	0.00065574	0.00100325	0.00094033	0.0007702
0.01378172	0.01288902	0.01520517	0.1907625	0.19142972	0.19250845
0.00139075	0.00175514	0.00169651	0.00048363	0.00048363	0.00048363
0.11318218	0.11807024	0.11347315	0.05428644	0.05465593	0.05453906
0.11877909	0.1134901	0.1112356	0.8934011	0.88415288	0.87891524
0.00044329	0.00044329	0.00044329	0.00048363	0.00048363	0.00048363
0.00153415	0.00128539	0.00199917	0.00082995	0.00107088	0.00155325
0.22338641	0.24491264	0.24566376	0.2381267	0.24562666	0.24448329
0.0030105	0.00322508	0.00344414	0.09511603	0.09361084	0.09675044
0.00044329	0.00044329	0.00044329	0.00048363	0.00048363	0.00048363
0.04103244	0.04002985	0.04386527	0.0355977	0.03603087	0.03489837
0.00955701	0.01092977	0.00950956	0.50008643	0.49151789	0.49348757
0.86541487	0.86892157	0.84529509	0.34455323	0.32827624	0.33783361
1.41097176	1.39348039	1.43641038	0.00577488	0.0060356	0.00581655
0.53208971	0.52480222	0.54994282	0.94485639	0.93944851	0.93398435
0.49283485	0.52234449	0.52517998	0.00079194	0.00071884	0.00048363
0.10766331	0.11006883	0.10475229	0.08686295	0.08676458	0.09466273
0.03805645	0.03671595	0.03534804	0.16602444	0.16141712	0.17465391
0.14990353	0.15251908	0.15754976	0.10749626	0.10943087	0.11712102
0.53997005	0.52951943	0.50642767	0.51057473	0.51396704	0.49251058
0.00044329	0.00044329	0.00044329	0.00048363	0.00048363	0.00048363
0.01746223	0.01620039	0.01678167	0.00048363	0.00048363	0.00048363
0.1553558	0.1562375	0.14926294	0.07325553	0.06975156	0.07848076
0.89160434	0.86884443	0.89149664	0.99197706	0.97194641	0.97652597
0.18764614	0.1826588	0.17600156	0.22289652	0.21852931	0.21089287
0.01006676	0.00861105	0.00834099	0.27093154	0.27727546	0.29806971
0.0516636	0.05006526	0.05189812	0.06375181	0.06387282	0.06603389
0.00044329	0.00044329	0.00044329	0.00148478	0.00102798	0.00243444
0.00087478	0.00049199	0.00108551	0.00048363	0.00048363	0.00048363
0.06787724	0.07053916	0.06945979	0.01484904	0.01479701	0.01392559
0.00044329	0.00044329	0.00044329	0.0273841	0.02744828	0.02711168
0.30018114	0.32657955	0.31475386	0.41221861	0.42402028	0.42365673
0.00044329	0.00044329	0.00044329	0.00048363	0.00048363	0.00048363
0.00086723	0.00088188	0.00083214	0.09416276	0.09460981	0.09559776
0.6362299	0.59565913	0.61285267	1.83462727	1.83885781	1.86884106
0.06666024	0.06910054	0.07223351	0.10637759	0.10253414	0.10546978
0.00250458	0.00188211	0.00216168	0.01249234	0.0128092	0.01294993
0.32779896	0.31743971	0.32719311	0.16357151	0.16307041	0.16020629
0.29731413	0.2729357	0.2874512	0.29105944	0.29180594	0.2811665
0.00168259	0.00120586	0.0015745	0.18223546	0.17748821	0.18449165
0.00742041	0.01014825	0.00903825	0.00976234	0.01015403	0.00965573
0.24139027	0.23864078	0.24107207	0.18670997	0.1810717	0.18704351
0.72396667	0.72391332	0.6804027	0.58288483	0.6273917	0.61150879
0.13928884	0.13366996	0.13398295	0.13547923	0.14072118	0.15331399
0.04679233	0.05027088	0.05341121	0.0847513	0.08408259	0.07850973
0.03394054	0.03329483	0.03127143	0.10019405	0.08714403	0.0918069
0.00286765	0.00323266	0.00347119	0.11085729	0.1175788	0.11262199
0.30095773	0.31837181	0.31646206	0.12079034	0.12910938	0.12576247
0.42574637	0.41987442	0.42452815	0.14432378	0.14753416	0.1457635
0.01184768	0.012016	0.0159213	0.00048363	0.00055416	0.00048363
0.0613417	0.05795487	0.06639001	0.01508258	0.01506594	0.01724806
0.0006572	0.00064167	0.0005745	0.03528834	0.03661191	0.0328798
0.01221897	0.01425531	0.01137747	0.08765345	0.08799221	0.0863613
0.20828649	0.21229251	0.22726465	0.23994545	0.24484803	0.26932005
0.00333965	0.00343351	0.00259008	0.00048363	0.00048363	0.00048363
0.01002221	0.00926154	0.00939263	0.20419698	0.20130332	0.20537204
0.07960878	0.08081739	0.07724487	0.08039906	0.07571387	0.07569962
0.00641791	0.006463	0.00662476	0.39176968	0.3946713	0.37791122
0.35476946	0.34695302	0.35248993	0.17676924	0.17591261	0.17810355
0.02370514	0.02187682	0.02756619	0.00058856	0.00048363	0.00054129
0.02779532	0.02763547	0.02804588	0.70542921	0.71332412	0.71841817
0.28428851	0.28819791	0.29338973	0.12702597	0.11935973	0.1212758
0.0062673	0.0067759	0.0066641	0.05096805	0.05193928	0.05211799
0.02689418	0.02584584	0.0266129	0.00068614	0.00082577	0.00090301
0.01550994	0.01577271	0.01401305	0.65747938	0.65085822	0.63090696
0.00096378	0.00045684	0.00044329	0.00048363	0.00048363	0.00048363
0.10355082	0.09788113	0.09823975	0.15823248	0.16125707	0.15182722
0.00543263	0.00570717	0.00588369	0.00048363	0.00048363	0.00048363
0.17564701	0.17031719	0.17427507	0.10758638	0.10531848	0.09731715
0.3511412	0.3534888	0.3658099	0.00373882	0.00332444	0.00351424
1.05574049	1.11908018	1.16821451	0.0005773	0.00076323	0.00089412
0.33785892	0.33929497	0.32977139	0.18102822	0.17851707	0.18048284
0.15251308	0.15167324	0.15763759	0.06104782	0.06117863	0.05936178
8.95084906	8.74618055	8.30148446	11.10171148	11.19641731	11.05056554
27.64359859	27.33397592	27.58493776	3.6105505	3.72174319	3.7059844
0.63005193	0.64574381	0.633342	0.24222317	0.23437816	0.24410535
48039.74758	47734.75651	48126.56016	53973.08272	54002.6521	56258.62921
1.39079224	1.40657518	1.33896555	1.23154017	1.32352345	1.25885546
0.05556897	0.05374516	0.05660203	0.00929017	0.00893804	0.01055225
0.99868754	0.98436476	1.02585354	0.95907338	0.97903516	1.04207981
0.17512302	0.1728869	0.16821064	0.05394415	0.05195474	0.05160553
0.00046296	0.00129296	0.00081608	0.18018089	0.18151571	0.17212567
0.47182764	0.48225796	0.50557872	0.20107416	0.19769269	0.1928908
0.02989039	0.02759707	0.02905649	0.05110852	0.05538273	0.05411455
0.06570583	0.06636782	0.06816773	0.01848416	0.01958634	0.01862935
0.00488891	0.00562954	0.00631386	0.00046434	0.00046434	0.00046434
0.19207094	0.20016295	0.19595516	0.21179928	0.21383644	0.22287619
0.04110937	0.04273737	0.04234246	0.00253258	0.0031951	0.0022944
0.70353652	0.70595514	0.70152322	0.89283812	0.90022315	0.88936294
1.77030569	1.74163597	1.72987099	0.74014414	0.72284578	0.71497555
0.00337701	0.00360668	0.00427213	0.0012607	0.00104496	0.00161991
0.17317674	0.17163172	0.17668136	0.25011837	0.25271806	0.25111496
0.00101641	0.00130755	0.00086014	0.06604709	0.06729147	0.06105276
0.03157403	0.03361994	0.03373335	7.50720785	7.69054114	7.90484129
0.03585458	0.0382916	0.03872109	0.00046434	0.00046434	0.00046434
0.043902	0.04099736	0.0393301	7.41395432	7.2302628	7.26117643
0.07292688	0.06285325	0.07433066	0.00046434	0.00046434	0.00046434
0.00999578	0.00989527	0.01133537	0.06590392	0.06409324	0.07617365
0.00600507	0.00498965	0.006532	0.01124976	0.01011557	0.0138312
0.01380143	0.01232545	0.01219982	2.44871138	2.48125218	2.53165439
0.03934698	0.04399514	0.04175239	4.88678339	5.20068373	5.12312853
0.00897217	0.00926591	0.00767601	0.54449934	0.54904288	0.50256638
0.00048311	0.00046296	0.00046296	0.00879828	0.00931888	0.01125176
0.44528476	0.43163752	0.46012945	0.20747577	0.2126365	0.21759862
0.24070602	0.24486839	0.24279194	0.15380258	0.1478554	0.15571748
0.35672435	0.36558161	0.35332101	0.42323714	0.4330188	0.41974852
0.44260326	0.44100214	0.46358321	1.14861299	1.19266697	1.12127446
0.0207135	0.01986274	0.0192931	0.19918937	0.19663881	0.19569693
0.00087464	0.00104835	0.001709	0.04380942	0.04566214	0.04500038
0.13294889	0.12840187	0.13997574	0.10860991	0.09963679	0.1094015
0.00223409	0.00318489	0.00307524	0.01705725	0.0201295	0.01847328
0.33388552	0.32503124	0.33071665	0.24470763	0.2334992	0.22180348
0.00534707	0.00366768	0.00578957	0.91815913	0.9400813	0.92307302
0.14353749	0.13502709	0.12920735	0.07292079	0.07386039	0.06862691
0.40710015	0.4063282	0.40705449	0.36010525	0.35792085	0.33851314
0.19215234	0.19978417	0.19679288	0.10755691	0.10657532	0.10630043
0.08119879	0.08266771	0.08924335	0.07985868	0.08533965	0.09313891
0.21512428	0.22638308	0.22358123	0.19627522	0.1951645	0.19189227
0.10884004	0.10974513	0.10679127	0.08915911	0.09474359	0.09706962
0.01834489	0.0170182	0.01799304	0.081318	0.08196115	0.07837399
0.91142024	0.99919057	0.93974035	0.87863929	0.8724702	0.84379584
0.01630935	0.01440282	0.01499359	0.11022443	0.11383104	0.11149053
0.01180893	0.01351536	0.01292997	0.53980349	0.53710778	0.54789244
0.08506652	0.08317493	0.08799185	0.1020411	0.10370942	0.09801492
1.28568008	1.31808266	1.36614543	0.47562396	0.42653079	0.51281869
0.00046296	0.00046296	0.00046296	0.00046434	0.00046434	0.00046434
0.74997696	0.74250213	0.75652726	0.5559069	0.5120486	0.52744698
0.03375204	0.03436574	0.03512635	0.05235056	0.05112501	0.05512544
0.00046296	0.00046296	0.00046296	0.00046434	0.00046434	0.00046434
0.02450419	0.02825407	0.02596208	0.10274522	0.10892562	0.10306307
1.13288251	1.1586393	1.21478046	0.65170897	0.65934648	0.621778
0.42232741	0.42645164	0.43453409	1.5513443	1.57323376	1.55497479
0.09420208	0.09969049	0.0942464	0.00396567	0.00420147	0.00404608
0.00078266	0.0008245	0.00113569	0.00046434	0.00046434	0.00046434
0.0971662	0.10525613	0.10319922	0.30683486	0.33529036	0.31296214
0.06468635	0.06211941	0.06016927	0.11061444	0.11705179	0.1148968
0.00268517	0.00273876	0.00295296	0.33813717	0.33140642	0.3492273
0.00933179	0.00591436	0.00820051	0.01300705	0.0120714	0.01270336
0.00853013	0.00768817	0.00720655	1.67567707	1.72551084	1.67601749
0.2813252	0.29378537	0.28976048	0.05876068	0.06207138	0.05803854
0.32294781	0.32746808	0.3249636	0.46864501	0.45007038	0.45250441
0.00540721	0.00455677	0.00531995	1.13190377	1.08207567	1.13604339
0.29299745	0.29315729	0.3002715	0.3181547	0.31994426	0.32027656
0.16138924	0.16130575	0.15753889	0.29754695	0.29494014	0.29485238
0.86017528	0.84142031	0.85780627	0.0608999	0.06356211	0.06111864
0.43875283	0.42514365	0.43329753	0.39869898	0.39121421	0.39118079
8.75015142	8.69367614	8.95577785	3.40140326	3.44416693	3.35242856
0.3275487	0.33145517	0.33773403	0.47354531	0.46992589	0.46037735
0.12986705	0.12358639	0.12198783	0.1332275	0.14342075	0.13556055
0.00659176	0.0062202	0.00634332	0.02586557	0.02740453	0.02656511
0.05824699	0.05939717	0.05016633	0.01382415	0.01506006	0.0184122
0.06270462	0.06493701	0.05878825	0.01536822	0.01437848	0.01627339
0.08664869	0.08060505	0.0832625	0.01145655	0.01223193	0.01238769
0.13243295	0.13449679	0.12906743	0.47228019	0.46683079	0.45226756
1.18090104	1.17027759	1.13155462	1.65260785	1.67649137	1.6627409
0.30353103	0.30313257	0.29592491	0.19185508	0.18532855	0.19287907
38.3505739	39.52329445	38.49981937	18.81932133	17.83329602	18.34154592
0.00067305	0.00082535	0.00046296	0.00046434	0.00046434	0.00046434
0.15269087	0.1507109	0.15504869	0.06524121	0.06871996	0.0666199
0.02853439	0.03068049	0.02879822	0.47529658	0.54866472	0.52210343
0.00046296	0.00046296	0.00046296	0.00046434	0.00046434	0.00046434
0.0579235	0.05923279	0.05875516	0.00769718	0.0063711	0.00755216
0.25197232	0.24998921	0.24401753	0.19287874	0.19475514	0.19525568
0.00332433	0.0029072	0.00323055	0.43798188	0.42915525	0.43199826
0.79744612	0.7756436	0.80782833	0.39489205	0.4089583	0.41071421
0.00231829	0.00311964	0.0030205	0.70466526	0.71079397	0.71959793
0.87727815	0.91869411	0.8842146	0.80645417	0.79534341	0.79678148
0.12616696	0.12714522	0.15932374	0.10757911	0.10959983	0.12562075
0.15676772	0.15560037	0.16140681	0.17683318	0.17233224	0.17118605
0.208941	0.20376779	0.19125873	0.00445099	0.00495515	0.00428159
0.10612384	0.10959238	0.11113841	0.0579593	0.05341974	0.0594286
8.08950565	8.539707	8.19057026	11.32610376	11.23670129	11.27703088
51092.39661	50398.25179	47965.08722	47278.79384	50105.53216	49906.55157
1.41927058	1.43488247	1.41267948	1.17596903	1.18084854	1.12619845
0.36849333	0.37946576	0.38281364	0.203799	0.19374156	0.18601502
1.64144215	1.62975569	1.65415261	0.00306889	0.00437614	0.00446805
0.00294285	0.00408483	0.00326001	0.37807167	0.37845996	0.36648806
0.01136322	0.01094935	0.00911989	2.97024928	2.93915533	2.89921902
0.0807733	0.08576749	0.08503281	0.01097882	0.01108401	0.01352294
0.60916751	0.59870014	0.59754395	0.00225712	0.00287541	0.0026083
0.01425679	0.01631712	0.01304579	0.71578133	0.71637755	0.71605743
0.71759086	0.75607229	0.71931131	0.99172935	0.97310237	0.89815713
0.00648811	0.00935324	0.00812267	0.0052962	0.00394725	0.00591033
0.13629725	0.13133613	0.13967839	0.03754012	0.03740715	0.0380564
0.97297344	0.97622948	1.04717866	1.00953455	1.01937681	0.9912982
0.3542508	0.36361436	0.36816859	0.24885182	0.22772705	0.24693714
5.7027925	5.67005559	5.72229736	0.00044358	0.00044937	0.00044358
0.02257692	0.02434007	0.02843376	0.06444564	0.06976982	0.07286017
0.03671154	0.03773274	0.04039899	0.02342093	0.02234981	0.02332212
0.00104926	0.00096403	0.00054514	0.09135227	0.08905463	0.09683255
0.86530093	0.80928925	0.84127329	0.00074181	0.00117386	0.00052332
0.07559499	0.07747717	0.07411751	0.0025519	0.00181218	0.00177934
0.93441508	0.95036	0.98288025	0.82163657	0.80596516	0.80476829
0.04333559	0.04262622	0.04224653	0.08634358	0.09002495	0.0948152
0.09459985	0.09253945	0.09501081	0.10598656	0.10055729	0.10429472
0.00882729	0.00825606	0.00993548	0.0098639	0.00917956	0.01013393
0.00099359	0.00037563	0.00152463	0.00115313	0.00115384	0.00107803
0.23271751	0.23383634	0.23020449	0.35465034	0.35585086	0.35665554
0.04708822	0.05048633	0.04797981	0.07616139	0.07522767	0.08100352
0.00037563	0.00037563	0.00037563	0.05955344	0.06709909	0.05817462
0.06677772	0.07084076	0.06431972	0.17243675	0.16514138	0.17217018
0.00754877	0.00739694	0.00887611	0.31072965	0.31027463	0.33167277
0.53077928	0.58013141	0.5236945	0.00067818	0.00081894	0.00044358
0.08296699	0.08299819	0.08805854	0.04862652	0.05301744	0.05346282
0.12814825	0.13035272	0.13254978	0.28064626	0.29452147	0.30793531
0.63740242	0.69549302	0.68539281	0.00044358	0.00044358	0.00044358
0.00308546	0.0047615	0.00496953	0.00044358	0.00049753	0.00044358
0.3732021	0.37749994	0.37660374	0.44286627	0.44577074	0.44328301
0.34536998	0.33362148	0.33850768	0.36371363	0.35434516	0.35778723
0.89191011	0.86142553	0.88767769	0.6792421	0.66397404	0.65018544
0.00871219	0.0089831	0.00866079	0.01186518	0.01205686	0.01252609
0.58373798	0.57080087	0.5560599	0.18100611	0.18504038	0.18870658
0.07785915	0.07658979	0.07749368	0.20235145	0.21301834	0.20960731
0.11346866	0.10907871	0.11022859	0.69370937	0.71105366	0.697828
0.23594272	0.23296998	0.24848582	0.45598928	0.44424442	0.46668659
0.13327475	0.13469509	0.13963687	0.36282289	0.35554219	0.35364545
0.00434379	0.00433354	0.00434436	0.01490443	0.01363274	0.01326241
0.17084073	0.17520373	0.1725871	0.0713793	0.07373695	0.07202792
0.05751246	0.0563283	0.06054158	0.1365076	0.14423772	0.1341341
0.05382368	0.05792589	0.05849824	0.01026068	0.01003151	0.01046812
0.16807962	0.17630207	0.16374827	0.00196493	0.00167024	0.00192312
0.13161317	0.1159061	0.1193478	0.18673912	0.18665258	0.18544307
0.01568999	0.01429703	0.01613038	0.01574168	0.01721331	0.01894581
0.54450902	0.54645722	0.57271572	0.28760962	0.27741843	0.30681719
0.54446564	0.5509253	0.5856489	0.34331568	0.26143422	0.26523643
0.01668796	0.01790362	0.01902246	0.02103274	0.02517282	0.02445742
0.08604691	0.08825164	0.09131713	0.07410312	0.08020929	0.07828324
0.50150504	0.50055674	0.51361566	3.5512896	3.58015129	3.62277107
0.04723752	0.0497716	0.05616405	0.10081757	0.09695109	0.09508953
0.80581266	0.8256348	0.83625071	0.00044358	0.00044358	0.00050369
2.76440482	2.64515919	2.84294228	0.89918381	0.84559674	0.88178954
0.28778736	0.2845625	0.26169931	0.79269418	0.81435965	0.76273779
0.21222846	0.19732517	0.21909193	0.03146625	0.03225217	0.03159941
0.1834661	0.18197329	0.17781333	0.06736621	0.06610594	0.0671467
0.00037563	0.00037563	0.00037563	0.00044358	0.00044358	0.00044358
0.0003998	0.00051385	0.00054583	0.00427238	0.00368539	0.00339229
0.00263338	0.001385	0.00260378	0.00118608	0.00134952	0.00089782
0.04368888	0.04341644	0.04232798	0.04434914	0.04404476	0.04506541
0.11984944	0.11562775	0.11871063	0.15300847	0.14895719	0.15100113
0.00037563	0.00037563	0.00037563	0.01265538	0.01336504	0.01538385
0.82321692	0.81476791	0.82254577	1.0438262	1.05337174	1.07125689
0.22830217	0.21740599	0.22330354	0.0743868	0.06839574	0.06888532
8.61860598	8.20083232	8.64796713	10.82879031	11.00878649	11.30591909
49796.89473	51655.50368	49175.73857	55747.07733	56738.65888	56340.53059
1.26057775	1.34504266	1.2641741	1.25414034	1.30028124	1.24142664
0.00064468	0.00081503	0.00066633	0.00512828	0.00471529	0.00563277
0.45767968	0.43440529	0.43654614	0.13169844	0.13359427	0.12537061
0.58425713	0.57423753	0.5790034	0.01653174	0.01430209	0.01689106
0.02921118	0.02861191	0.02673982	0.00913604	0.00917747	0.00881591
0.99682197	1.04637012	1.04941051	0.03653729	0.03594913	0.03884212
0.76849788	0.81633368	0.81336072	0.41894437	0.42244553	0.40463899
1.46718933	1.4799108	1.47449016	0.00337374	0.00275869	0.00337356
0.04970528	0.07979181	0.07786829	0.02396477	0.02338187	0.02091269
0.10113558	0.09314817	0.09475354	0.00745332	0.00655064	0.00673638
0.94331004	0.92007246	0.94013529	0.06717693	0.06517748	0.07032369
1.254816	1.212374	1.2229978	2.28465468	2.3104663	2.26268408
0.03505759	0.03605639	0.03583997	0.06367495	0.0643704	0.06391446
3.32968051	3.63664349	3.65330418	12.79746931	13.32688286	13.47518433
