wt1	wt2	pten1	pten2	rapa1	rapa2	geneName.1	geneName.2	RPKM_pten1	RPKM_pten2	RPKM_rapamycin1	RPKM_rapamycin2
71.17903304	74.14993984	69.60097062	76.08901477	62.9701036	88.85333275	71.38287985	64.7242371	70.47514225	52.4158623	36.13414791	39.5012356
18.1971484	14.20048486	19.20901146	21.3246727	11.40340592	25.49604624	55.92664176	60.9999334	57.67326565	55.62269795	52.80717871	53.46056794
36.84920916	87.89822849	46.33988257	53.84990508	67.05572199	48.68512289	255.8700227	255.7758907	270.0712929	250.5360467	213.3879163	221.283972
50.96900547	13.99442641	16.02819424	32.94503205	34.57078329	22.86108051	50.39045262	42.74677423	35.94591936	34.19819881	37.49388517	37.50269406
41.6123582	44.61794965	33.45366545	36.09016303	33.6136563	45.3410178	46.24763933	41.27716594	45.65088353	40.51086549	13.45726784	12.36003242
22.96865071	28.27851191	24.62216888	21.47873761	29.70514317	24.43993536	41.90513921	35.15789161	40.17098556	34.7956456	24.91815376	26.91816413
100.8934186	104.8017103	115.4103136	93.37721857	81.64026511	90.15646417	28.55495034	23.38090268	26.36596561	19.28478666	15.23711263	14.74995765
4.51586955	6.178097774	10.69916462	9.822070741	9.248172825	2.279140038	14.26716865	14.32621563	14.32415637	10.22773556	10.29240836	12.2676942
39.54385895	43.9689481	46.90238344	45.34639293	57.78056433	48.17987485	24.57477952	21.75261131	18.99708095	16.79513229	12.23307657	17.12493284
244.2487365	192.4188851	246.2004707	420.2465542	117.8441773	310.6150891	132.3217352	131.4447232	141.3880121	149.3993418	89.39317699	86.21547552
51.35798107	48.59718465	47.55533165	58.30360308	52.62964441	57.13930138	13.25300634	12.44341624	9.874669394	7.066801482	5.292194685	7.211540176
201.4573055	206.5406097	198.318809	170.6633189	194.4065763	206.0752969	127.446707	147.5918692	118.1084382	110.8663447	133.0944262	123.0037019
165.249201	127.7251623	161.9408152	136.2821119	124.4027172	178.2093901	70.8397597	83.49871736	69.38887772	72.40330974	88.08903432	79.58637903
45.72182893	83.2944669	58.71297251	66.45764813	60.06735834	99.45682254	60.36931157	68.91893278	61.6940356	51.45900865	61.66559917	67.40680305
32.6406297	24.07103784	14.2803262	19.82948051	22.39984184	21.65059167	34.84236524	25.17910769	22.20379116	19.28693051	29.314363	23.15575767
142.9005472	139.9712672	157.5349024	146.4960073	129.3868961	149.5210185	21.21469351	16.89745706	16.46920784	19.95861103	17.72566835	11.73652984
94.5098674	95.57653295	112.6482532	100.2756039	144.4627864	119.1321335	32.8206515	22.53826204	23.3883294	23.78397291	10.95730911	11.93582438
31.16536986	43.66352938	44.50804644	33.77959259	34.88979071	43.3296037	20.43479406	17.31086985	26.59780457	24.78113276	14.57060276	13.67057269
123.4079066	123.3773313	122.745479	104.1126659	104.8718297	125.140421	42.19593003	40.99292237	35.86089786	27.62749118	25.977668	27.74585439
90.47572956	96.00260434	110.4526899	98.67359394	111.229548	108.2076656	135.1414573	129.7564409	129.6954645	121.123166	105.0828952	116.3488098
51.22692679	43.38770852	36.21543695	45.98479604	44.36153668	44.07893497	152.6260191	165.9843259	101.6123379	128.5655808	88.36710448	84.45644862
103.7873405	109.5261519	108.5697453	99.94574257	96.01130318	113.0479475	122.3967922	104.7911965	117.6589972	102.9093295	62.33275257	65.30936921
64.95693717	74.17966223	76.1801907	58.8542881	81.84074688	60.17163046	496.9636121	469.7987864	516.1167091	522.7484501	385.5902202	412.3054915
11.81867711	16.10846197	12.02073722	14.06284954	14.93187433	10.39930646	305.2571242	239.8181352	233.7241175	233.6939263	205.0229389	175.8658696
22.97204503	33.71965436	24.69896209	22.75326858	26.04211919	30.76929231	14.48735383	18.27258484	16.13917358	14.19601098	14.71856195	13.48136061
81.70534404	72.75974118	77.14369567	72.42544636	76.52514867	72.32859899	103.8883088	93.10728551	91.04371121	76.52552651	53.11052119	51.64430838
79.81460702	75.79279487	75.56632622	92.99056335	66.28425308	74.92528577	86.10252903	74.48106463	71.93465027	60.84671449	38.74164046	45.83092571
82.82576163	53.78937396	66.21982287	47.32728672	49.40853354	61.84968688	45.86439002	47.65361372	33.88278969	33.70109045	16.52157371	17.02491942
123.1232914	111.1901938	100.5773518	119.9549392	130.7042268	164.1778844	27.0200838	31.46327432	26.03203102	30.41837987	25.71401297	33.54388577
10.68771517	13.42374516	14.68476194	15.06332132	8.936417258	12.13995013	69.60359591	68.39927212	76.25876696	59.2968029	39.16615217	40.89133485
57.89136915	34.21290346	41.12913067	43.01482589	54.66995629	75.36620574	20.30755635	16.81291788	19.78003981	16.80542162	14.86175616	12.12251163
162.2826248	165.6531996	147.1498456	150.8593744	142.1445723	169.82722	40.60059753	49.02962617	42.35634068	39.42091283	39.33901366	44.61012088
64.71015974	88.86033167	91.75527549	72.75247251	53.62664988	125.9562094	15.20381228	25.31267164	23.35723486	23.47751276	29.45083509	35.01652107
38.0190866	21.2554236	23.64077548	26.85078907	32.31853629	26.60726149	493.5068011	443.7263983	502.3143624	444.2815024	272.1660732	273.2342652
87.83614847	101.4516526	54.81756979	69.37644517	73.37095109	85.08257897	1.104384462	0.98637435	1.483249207	0.499015959	1.179214806	0.545804073
42.38177509	35.24905784	27.26053874	42.71751887	59.25612666	40.21633654	85.75331789	84.39713219	69.62912632	79.26579031	102.8971485	87.14470671
123.7199966	111.8581271	87.63917212	88.4760137	107.0313212	131.4765904	199.953618	88.31992779	105.8540452	130.1538132	57.60794918	70.37033157
12.88689495	11.91907944	15.32723869	12.75219812	12.96454283	13.27542575	7.529946347	5.837075713	9.852932328	8.602307409	17.07720633	11.51532886
826.13052	553.4395422	573.8465435	852.5970237	632.0624656	373.8988355	365.8048961	293.6762192	322.4654361	255.1718045	213.3388055	200.9291112
73.24300324	52.51165232	82.32330256	57.22227987	71.677166	91.89270349	33.1328824	32.02492961	38.56397574	28.38397902	24.53169492	24.46050632
21.41494553	27.85152026	27.03119921	31.19316386	30.27560836	29.39697375	115.7595133	87.35392752	87.99470123	113.1515807	96.09569685	75.34617247
5.334716174	6.709122936	4.508045162	5.021294833	2.682268198	7.636669036	32.89031006	31.32086873	25.39004656	25.73635227	26.54145443	28.23220451
110.0289618	128.7443299	129.8681551	91.5601645	95.0289979	126.2675931	73.05276198	82.98666691	71.43269467	62.0566943	58.98083447	53.39461875
114.2375155	110.0328258	104.5552219	104.815465	80.33039857	85.20689445	288.401876	341.2809165	369.0840305	324.4548633	338.8611941	264.5488494
185.0445202	171.6176876	166.2172196	151.9075325	104.7607658	110.8851748	106.0252694	118.0605519	122.3003856	105.7348946	110.3221245	100.1342129
119.638106	115.2739096	112.0855568	117.2815835	88.46094835	90.68592287	62.37725877	50.67260911	54.19230385	50.350868	17.76260356	22.53993644
105.8696412	112.2646611	82.68837322	88.92920996	80.23495011	94.53192337	243.5275905	263.3805487	249.5479957	262.0266333	217.6650358	199.0514312
151.8882615	152.3593031	154.6331657	151.7175422	108.8320199	141.0733435	198.2281332	160.4644999	171.4903742	149.6785801	126.1216367	132.0682058
276.4106035	178.0709695	186.9174566	206.8342565	215.5107598	208.1053866	37.90886245	29.58091998	30.70800386	28.87337638	21.34560759	21.17415523
